Column1;audienceRating;Genre;criticRating;timeMin;grossMillions;Movie;Vote;Budget;Year;Profit
4434;46;Drama;33;118;11438;Cinquante nuances plus sombres;61011;16991;2017;-5553
1060;67;Comedy;55;92;11433;Dodgeball - Même pas mal!;200363;23349;2004;-11916
2126;69;Animation;67;96;11405;Volt, star malgré lui;160541;28076;2008;-16671
3709;62;Adventure;47;98;11375;La nuit au musée: Le secret des pharaons;79930;14862;2014;-3487
3165;61;Comedy;72;110;11372;Magic Mike;116873;29566;2012;-18194
13;72;Action;63;165;11333;The patriot: Le chemin de la liberté;223789;2953;2000;8380
4211;62;Comedy;60;100;11326;Bad Moms;82353;11112;2016;214
1359;56;Action;30;95;11309;Baby-sittor;73829;6504;2005;4805
4490;81;Drama;66;113;11296;Wonder;15176;3916;2017;7380
355;47;Comedy;49;87;11295;Dr. Dolittle 2;36587;29601;2001;-18306
2429;66;Comedy;57;120;11274;Pas si simple;74996;19447;2009;-8173
304;54;Action;71;88;11272;Spy Kids;91961;28524;2001;-17252
869;42;Action;57;84;11176;Mission 3D: Spy Kids 3;44747;21851;2003;-10675
3737;68;Animation;59;92;11151;M. Peabody et Sherman: Les voyages dans le temps;53072;20748;2014;-9597
785;77;Action;55;154;11111;Le dernier samouraï;344088;9575;2003;1536
3922;70;Action;75;119;11083;Spy;196811;15481;2015;-4398
2096;70;Action;71;107;11052;Tonnerre sous les tropiques;330762;8278;2008;2774
2656;57;Comedy;34;125;11049;Valentine's Day;101248;25401;2010;-14352
1087;59;Horror;49;91;11036;The Grudge;124413;8153;2004;2883
1324;61;Comedy;47;90;11033;Braqueurs amateurs;118415;24743;2005;-13710
819;62;Comedy;70;97;11023;Freaky friday - Dans la peau de ma mère;106158;22981;2003;-11958
3946;62;Comedy;75;125;11021;Crazy Amy;112023;9045;2015;1976
3923;76;Drama;82;133;10977;Creed: L'héritage de Rocky Balboa;186748;7376;2015;3601
1291;71;Comedy;73;116;10945;40 ans, toujours puceau;337810;19000;2005;-8055
2413;55;Comedy;23;113;10921;Thérapie de couples;88624;13938;2009;-3017
265;77;Drama;74;144;10864;La chute du faucon noir;317368;18750;2001;-7886
297;63;Comedy;52;111;10825;Princesse malgré elle;105238;13717;2001;-2892
3025;55;Animation;41;95;10809;Hop;26335;327;2011;10482
1850;63;Horror;68;86;10792;Paranormal Activity;197625;26017;2007;-15225
4402;77;Action;86;112;10783;Baby Driver;231734;24362;2017;-13579
3449;67;Animation;52;102;10752;Epic: La bataille du royaume secret;91166;10084;2013;668
2348;76;Action;56;162;10751;Watchmen: Les gardiens;423628;25911;2009;-15160
4236;63;Animation;43;97;10751;Angry Birds: Le film;61123;27012;2016;-16261
2591;80;Drama;79;108;10695;Black Swan;601438;28703;2010;-18008
28;70;Animation;88;84;10683;Chicken Run;152501;12992;2000;-2309
27;62;Action;43;109;10681;Miss Détective;153076;15327;2000;-4646
3662;62;Action;48;102;10658;300: La naissance d'un empire;245803;8226;2014;2432
788;70;Action;68;111;10613;Braquage à l'italienne;305358;26655;2003;-16042
800;64;Comedy;45;116;10581;Comment se faire larguer en 10 leçons;174571;17796;2003;-7215
2616;67;Action;53;140;10527;Robin des Bois;226650;13814;2010;-3287
801;63;Comedy;43;96;10457;American pie: marions-les!;173016;13061;2003;-2604
530;77;Crime;72;117;10445;Les sentiers de la perdition;215894;20795;2002;-10350
2645;63;Adventure;53;113;10439;Le monde de Narnia: L'odyssée du passeur d'aurore;117853;14397;2010;-3958
2935;58;Horror;59;83;10401;Paranormal Activity 3;81617;8700;2011;1701
3188;58;Action;41;94;10386;Voyage au centre de la Terre 2: L'île mystérieuse;74742;25357;2012;-14971
3157;73;Animation;57;97;10341;Les cinq légendes;135005;19304;2012;-8963
1642;65;Drama;76;130;10337;Dreamgirls;60726;26023;2006;-15686
4183;53;Action;32;120;10314;Independence Day: Resurgence;140137;11217;2016;-903
2606;65;Action;45;103;10307;Expendables: Unité spéciale;291180;2174;2010;8133
2883;64;Comedy;33;117;10303;Le mytho - Just Go with It;187646;12306;2011;-2003
1049;75;Biography;77;170;10261;Aviator;287356;2794;2004;7467
797;53;Action;42;103;10254;Daredevil;187179;13893;2003;-3639
2855;78;Crime;71;158;10252;Millénium: Les hommes qui n'aimaient pas les femmes;360874;3916;2011;6336
2139;52;Action;31;112;10249;La momie - La tombe de l'empereur dragon;129934;10246;2008;3
4177;74;Horror;65;134;10247;Conjuring 2: Le cas Enfield;157490;5700;2016;4547
3646;68;Action;57;113;10243;Le labyrinthe;350140;748;2014;9495
4436;66;Horror;62;109;10209;Annabelle 2: la création du mal;58756;23705;2017;-13496
11;65;Action;35;118;10165;60 secondes chrono;232856;2178;2000;7987
3659;72;Action;57;132;10153;Equalizer;257989;29522;2014;-19369
3377;66;Comedy;67;107;10147;C'est la fin;338330;5795;2013;4352
878;38;Adventure;19;82;10115;Le chat chapeauté;40097;13862;2003;-3747
2128;66;Action;43;118;10111;L'oeil du mal;159564;3581;2008;6530
1043;76;Crime;71;115;10101;Collatéral;315132;23370;2004;-13269
818;48;Action;48;106;10083;Charlie's Angels: Les anges se déchaînent;106800;25170;2003;-15087
276;69;Fantasy;45;136;10061;Vanilla Sky;220532;12404;2001;-2343
4151;80;Drama;81;116;10055;Premier contact;415287;18579;2016;-8524
2607;66;Comedy;51;95;10054;Date limite;288992;26883;2010;-16829
1028;81;Drama;86;132;10049;Million Dollar Baby;536271;15818;2004;-5769
2106;69;Comedy;51;98;10047;Frangins malgré eux;229886;12474;2008;-2427
1873;54;Comedy;37;96;10046;Evan tout-puissant;122497;24828;2007;-14782
2889;57;Comedy;47;92;10029;Bad Teacher;171244;16247;2011;-6218
2775;46;Animation;35;80;10025;Yogi l'ours;17706;3431;2010;6594
2885;60;Action;50;119;10024;Cowboys et envahisseurs;184835;14159;2011;-4135
3634;79;Action;71;113;10021;Edge of Tomorrow;495099;16909;2014;-6888
2122;55;Action;54;113;10002;Rien que pour vos cheveux;167689;12321;2008;-2319
4159;70;Drama;41;116;10001;Passengers;252913;10955;2016;-954
2986;60;Animation;53;84;9997;Gnomeo et Juliette;45775;28609;2011;-18612
3386;65;Action;41;119;9893;La chute de la Maison Blanche;221059;10130;2013;-237
2898;58;Action;39;119;9878;The Green Hornet;143041;9985;2011;-107
4437;68;Crime;52;114;9872;Le crime de l'Orient-Express;57669;13133;2017;-3261
2637;63;Comedy;56;88;9871;Crazy Night;136686;5271;2010;4600
4520;62;Comedy;30;100;9828;Daddy's Home 2;9151;28584;2017;-18756
1904;69;Animation;61;95;9782;Bienvenue chez les Robinson;74110;11432;2007;-1650
2099;68;Comedy;46;104;9769;Yes Man;292077;7401;2008;2368
4185;62;Animation;66;89;9766;Sausage Party: La vie privée des aliments;137655;23961;2016;-14195
2595;77;Biography;95;120;9696;The Social Network;528696;11789;2010;-2093
267;76;Horror;74;101;9652;Les autres;294278;3137;2001;6515
288;62;Comedy;59;96;9652;La revanche d'une blonde;147404;24800;2001;-15148
3129;74;Drama;95;157;9572;Zero Dark Thirty;233831;17714;2012;-8142
1925;40;Comedy;27;102;9567;Norbit;57391;6500;2007;3067
807;72;Adventure;73;154;9564;Retour à Cold Mountain;125378;15303;2003;-5739
2696;44;Comedy;27;146;9535;Sex and the City 2;64370;9701;2010;-166
1113;57;Comedy;43;113;9517;Un mariage de princesse;60699;9730;2004;-213
7;72;Drama;62;106;9501;Incassable;284747;3300;2000;6201
2612;69;Action;53;118;9484;Le livre d'Eli;249514;21704;2010;-12220
2143;51;Action;34;109;9478;10 000;114787;23635;2008;-14157
2265;37;Adventure;41;91;9451;Le chihuahua de Beverly Hills;18928;494;2008;8957
2414;70;Biography;66;118;9413;Julie & Julia;87333;9853;2009;-440
570;51;Comedy;45;105;9401;Coup de foudre à Manhattan;73714;26400;2002;-16999
2383;64;Comedy;47;129;9395;Ce que pensent les hommes;141248;9074;2009;321
799;74;Action;81;138;9393;Master and commander: De l'autre côté du monde;179824;28531;2003;-19138
3120;73;Drama;76;138;9377;Flight;283623;10148;2012;-771
2605;78;Biography;79;116;9362;Fighter;297842;22433;2010;-13071
333;57;Comedy;44;102;9361;Couple de stars;49943;29108;2001;-19747
1848;74;Adventure;42;97;9347;Sans plus attendre;200877;8825;2007;522
3934;65;Action;60;130;9344;À la poursuite de demain;149490;2868;2015;6476
334;51;Action;47;87;9339;Comme chiens et chats;49466;988;2001;8351
4179;69;Action;54;132;9338;Les sept mercenaires;144510;4477;2016;4861
560;61;Comedy;42;101;9335;L'amour sans préavis;92643;9473;2002;-138
529;72;Crime;60;124;9315;Dragon rouge;217867;4045;2002;5270
3370;66;Action;61;109;9305;Elysium;370944;22823;2013;-13518
2604;76;Crime;74;125;9219;The Town;302557;17725;2010;-8506
3663;70;Action;56;106;9217;Non-Stop;218871;17189;2014;-7972
4404;75;Action;75;122;9203;John Wick 2;203056;20097;2017;-10894
3229;66;Comedy;51;122;9155;Think Like a Man;37718;23045;2012;-13890
4412;84;Drama;81;164;9152;Blade Runner 2049;161273;10148;2017;-996
3808;58;Biography;47;99;9144;Et si le ciel existait?;22690;17772;2014;-8628
3632;80;Biography;73;114;9113;Imitation Game;557766;23251;2014;-14138
331;62;Drama;53;112;9106;Save the Last Dance;51162;19071;2001;-9965
550;55;Action;45;92;9105;Le roi scorpion;112143;20198;2002;-11093
4265;59;Action;32;102;9084;Mise à l'épreuve 2;41670;26094;2016;-17010
2614;66;Action;50;116;9076;Prince of Persia: Les sables du temps;239791;22523;2010;-13447
1599;51;Comedy;40;83;9071;Scary Movie 4;100510;3563;2006;5508
1938;62;Comedy;44;110;9065;Maxi papa;48592;16958;2007;-7893
17;66;Comedy;49;116;9057;Fou(s) d'Irène;198511;17945;2000;-8888
2202;46;Comedy;57;112;9056;High School Musical 3 - Nos années lycée;48175;5084;2008;3972
2570;43;Comedy;50;103;9049;Madea Goes to Jail;10223;6992;2009;2057
60;64;Action;73;130;9046;Space Cowboys;64294;15416;2000;-6370
3952;60;Comedy;34;100;9041;Get Hard;100387;20058;2015;-11017
2611;71;Action;60;111;9038;Red;256722;25697;2010;-16659
3505;57;Animation;39;91;9029;Planes;37689;12492;2013;-3463
859;47;Comedy;47;95;9019;La blonde contre-attaque;51231;14785;2003;-5766
782;80;Crime;84;138;9014;Mystic River;365281;18904;2003;-9890
3920;65;Action;38;126;8976;Terminator Genisys;215861;27319;2015;-18343
1320;63;Drama;53;98;8971;Flight plan;135467;9390;2005;-419
3673;60;Action;26;109;8926;Taken 3;151292;3291;2014;5635
4178;71;Crime;71;88;8921;Don't Breathe - la maison des ténèbres;147422;6359;2016;2562
37;55;Horror;56;116;8914;Scream 3;106473;1189;2000;7725
3365;70;Action;54;124;8902;Oblivion;423494;3585;2013;5317
2370;65;Comedy;28;96;8892;L'abominable vérité;177941;3262;2009;5630
2631;59;Adventure;47;118;8876;Percy Jackson: Le voleur de foudre;153815;5052;2010;3824
1641;56;Comedy;47;97;8872;Playboy à saisir;62912;21590;2006;-12718
2940;71;Adventure;75;103;8863;Les Muppets, le retour;78960;6736;2011;2127
1559;76;Crime;76;129;8851;Inside Man - L'homme de l'intérieur;293467;22900;2006;-14049
1086;61;Comedy;55;101;8824;Starsky et Hutch;126383;5434;2004;3390
2100;70;Action;64;111;8734;Délire express;275695;29177;2008;-20443
4192;67;Adventure;57;127;8724;Miss Peregrine et les enfants particuliers;121494;19081;2016;-10357
1305;66;Horror;40;93;8704;Saw II;204605;16124;2005;-7420
3990;60;Comedy;58;118;8704;Sisters;53112;19807;2015;-11103
3166;61;Comedy;50;85;8691;Moi, député;112973;23756;2012;-15065
3691;56;Adventure;36;109;8621;Dumb & Dumber De;108598;29561;2014;-20940
4453;29;Animation;12;86;8609;Le Monde secret des Emojis;30911;22203;2017;-13594
1052;70;Comedy;66;97;8606;Lolita malgré moi;274325;22743;2004;-14137
3790;53;Comedy;33;118;8591;Annie;28570;22392;2014;-13801
4109;51;Animation;33;92;8589;Alvin et les Chipmunks: À fond la caisse;12413;23039;2015;-14450
589;51;Action;66;100;8585;Spy kids 2: Espions en herbe;49792;23040;2002;-14455
3647;76;Action;64;134;8582;Fury;347226;3607;2014;4975
2865;71;Action;56;127;8547;Real Steel;270370;10139;2011;-1592
1112;70;Animation;66;87;8542;Bob l'éponge, le film;64975;18076;2004;-9534
836;68;Animation;48;85;8534;Frère des ours;78686;1501;2003;7033
1047;72;Comedy;63;94;8529;Présentateur vedette: La légende de Ron Burgundy;289144;14985;2004;-6456
1627;62;Animation;49;86;8511;Les rebelles de la forêt;72161;7587;2006;924
4428;60;Action;44;124;8507;Power Rangers;72449;25145;2017;-16638
3123;66;Action;51;103;8502;Expendables 2: Unité spéciale;263714;24666;2012;-16164
2664;57;Horror;53;91;8475;Paranormal Activity 2;88128;22670;2010;-14195
3756;49;Comedy;39;97;8453;Tammy;40511;12351;2014;-3898
2849;74;Comedy;68;118;8435;Crazy, Stupid, Love.;409259;29900;2011;-21465
3694;54;Horror;37;99;8427;Annabelle;103443;15093;2014;-6666
1145;50;Adventure;34;93;8422;Scooby-Doo 2 - Les monstres se déchaînent;37493;15794;2004;-7372
311;68;Animation;52;95;8405;Atlantide, l'empire perdu;82381;12826;2001;-4421
3687;60;Comedy;39;109;8391;Triple alliance;114504;27603;2014;-19212
2356;74;Drama;83;109;8382;In the Air;285512;12153;2009;-3771
3149;58;Action;37;99;8367;La colère des Titans;163155;4289;2012;4078
3416;66;Horror;40;106;8359;Insidious: Chapitre 2;125490;9022;2013;-663
2893;58;Action;37;116;8355;World Invasion: Battle Los Angeles;161472;996;2011;7359
3716;67;Animation;53;92;8335;Les Pingouins de Madagascar;67108;5764;2014;2571
2114;71;Drama;56;121;8308;Walkyrie;199748;24612;2008;-16304
1296;77;Drama;87;134;8304;Le secret de Brokeback Mountain;279519;26936;2005;-18632
3467;65;Animation;58;96;8303;Turbo;68403;5166;2013;3137
1689;63;Comedy;68;97;8299;Le petit monde de Charlotte;30814;16070;2006;-7771
1389;55;Comedy;31;101;8293;Sa mère ou moi!;47876;16989;2005;-8696
1438;46;Adventure;27;95;8267;On arrive quand?;24787;5223;2005;3044
822;58;Action;37;97;8262;Freddy contre Jason;96510;10130;2003;-1868
2871;73;Comedy;84;115;8258;The Descendants;215086;14733;2011;-6475
1394;55;Adventure;34;94;8257;Treize à la douzaine 2;46732;28713;2005;-20456
3686;65;Comedy;30;104;8239;Cops: Les forces du désordre;115817;27218;2014;-18979
536;67;Action;52;117;8235;Blade II;173357;2818;2002;5417
1875;72;Adventure;74;96;8227;Le secret de Térabithia;121433;27456;2007;-19229
1632;56;Adventure;38;93;8223;La panthère rose;70847;3915;2006;4308
1860;62;Animation;59;115;8216;La légende de Beowulf;149142;2563;2007;5653
4225;60;Action;40;112;8205;Ninja Turtles 2;66919;27903;2016;-19698
3928;63;Action;43;131;8167;Le labyrinthe: La terre brûlée;170399;21852;2015;-13685
1652;73;Adventure;64;120;8161;Antartica, prisonniers du froid;52955;6007;2006;2154
2625;68;Action;69;98;8156;Unstoppable;162128;4200;2010;3956
3935;63;Comedy;48;115;8148;Ted 2;146240;16205;2015;-8057
790;71;Comedy;82;108;8126;Rock academy;226521;14076;2003;-5950
646;51;Adventure;29;99;8117;Chiens des neiges;21950;27077;2002;-18960
2112;68;Crime;48;123;8116;Las Vegas 21;203327;19110;2008;-10994
378;60;Animation;65;82;8094;Jimmy Neutron: Un garçon génial;26190;17049;2001;-8955
814;62;Horror;38;98;8057;Massacre à la tronçonneuse;116106;24677;2003;-16620
2689;57;Drama;50;133;8057;Mange, prie, aime;70763;27312;2010;-19255
2981;52;Comedy;30;102;8036;Zookeeper - Le Héros des animaux;48707;25481;2011;-17445
1075;56;Action;29;101;8028;Alien vs. Predator;159196;12648;2004;-4620
2132;61;Comedy;36;99;8028;Jackpot;150147;11573;2008;-3545
1362;51;Action;33;104;8027;Shérif, fais-moi peur;69454;12104;2005;-4077
1580;62;Horror;48;108;8024;Saw III;155426;23261;2006;-15237
1849;69;Drama;62;105;8021;Paranoïak;197897;27747;2007;-19726
2103;61;Action;35;88;8017;Jumper;258650;25196;2008;-17179
3983;63;Adventure;60;103;8008;Chair de Poule - Le Film;61557;21199;2015;-13191
3124;70;Action;50;130;8007;Jack Reacher;260710;8325;2012;-318
2097;70;Action;64;85;8005;Cloverfield;322905;16803;2008;-8798
2646;63;Drama;43;108;8001;Cher John;117423;3352;2010;4649
2365;62;Drama;41;121;7996;Prédictions;198654;1789;2009;6207
2901;72;Drama;72;146;7988;Cheval de guerre;126826;15686;2011;-7698
3135;62;Comedy;55;113;7973;Dark Shadows;215909;19664;2012;-11691
2491;43;Comedy;47;102;7957;Hannah Montana - Le film;34497;16503;2009;-8546
2133;55;Drama;40;104;7937;Le jour où la Terre s'arrêta;147839;3778;2008;4159
2845;74;Mystery;59;105;7925;Limitless;459636;11708;2011;-3783
3947;56;Action;27;105;7875;Pixels;107928;3915;2015;3960
271;71;Adventure;65;146;7862;A.I. intelligence artificielle;258796;3634;2001;4228
547;72;Action;65;138;7812;Nous étions soldats;112960;20833;2002;-13021
2906;62;Action;59;104;7805;Le casse de Central Park;117387;14558;2011;-6753
3690;61;Drama;52;118;7803;Monuments Men;111084;6704;2014;1099
1048;77;Action;47;146;7791;Man on Fire;287750;15961;2004;-8170
1041;73;Comedy;55;128;7787;Le terminal;335514;11883;2004;-4096
518;75;Crime;72;167;7781;Gangs of New York;344709;17040;2002;-9259
2882;74;Animation;68;107;7759;Les aventures de Tintin: Le secret de la Licorne;190057;13737;2011;-5978
1386;76;Documentary;79;80;7744;La marche de l'empereur;50448;21742;2005;-13998
3270;61;Comedy;36;105;7727;Le choc des générations;22584;11764;2012;-4037
2411;68;Adventure;71;101;7723;Max et les Maximonstres;92399;26375;2009;-18652
2617;68;Action;47;117;7722;L'agence tous risques;224252;5989;2010;1733
57;66;Action;62;116;7709;U-571;69179;6836;2000;873
4227;62;Adventure;34;113;7704;Alice de l'autre côté du miroir;65597;25388;2016;-17684
2137;61;Comedy;47;111;7681;27 robes;134949;18445;2008;-10764
264;77;Crime;69;122;7663;Training Day;332271;26382;2001;-18719
161;61;Animation;62;78;7651;Les Razmoket à Paris, le film;9097;26963;2000;-19312
2626;63;Action;46;109;7642;Night and Day;159208;6308;2010;1334
1353;54;Horror;44;110;7623;Le cercle - The ring 2;79559;20751;2005;-13128
3724;72;Animation;77;95;7622;Paddington;59819;25343;2014;-17721
1301;69;Drama;50;121;7598;Constantine;256883;7292;2005;306
885;49;Comedy;34;88;7585;Le manoir hanté et les 999 fantômes;35183;17718;2003;-10133
46;67;Comedy;42;125;7579;Family Man;91661;1749;2000;5830
641;63;Comedy;66;102;7578;Barbershop;24710;68;2002;7510
3929;71;Comedy;51;121;7576;Le Nouveau Stagiaire;170223;5993;2015;1583
2107;70;Action;78;120;7575;Hellboy II - Les légions d'or maudites;223578;14333;2008;-6758
2881;66;Drama;70;106;7566;Contagion;191269;18907;2011;-11341
1628;56;Comedy;46;110;7563;Toi et moi... et Dupree;71939;21896;2006;-14333
2903;71;Comedy;58;124;7562;Nouveau départ;119833;9005;2011;-1443
2862;76;Biography;87;133;7561;Le stratège;305271;28222;2011;-20661
3402;67;Action;55;109;7561;2 Guns;170534;6112;2013;1449
794;72;Comedy;54;88;7559;Retour à la fac;195080;27596;2003;-20037
2347;77;Adventure;73;88;7559;Bienvenue à Zombieland;424176;29110;2009;-21551
4421;70;Action;47;118;7547;Hitman & Bodyguard;97581;23090;2017;-15543
1110;50;Animation;27;80;7537;Garfield, le film;65832;23996;2004;-16459
1088;77;Biography;73;152;7533;Ray;119615;16526;2004;-8993
2375;77;Animation;80;100;7529;Coraline;164217;22589;2009;-15060
1332;67;Drama;46;119;7507;L'exorcisme d'Emily Rose;104503;10134;2005;-2627
